experiment,method,seed,d,n,n_over_d,sigma_type,alpha,mu_direction,mu_norm_l2,mu_norm_sigma,mu_norm_sigma_inv,trace_sigma,sigma_op_norm,sigma_fro_norm,M_trace,M_mu,T,step,alignment_to_wstar,alignment_to_ls,alignment_to_svm,loss_value,min_margin,svm_primal_violation,svm_dual_feasibility_min_alpha,svm_kkt_complementarity,svm_primal_dual_gap,support_vector_fraction,solver_status,lambda_signal,lambda_bulk,bulk_rank,bulk_random_fraction,A_svm_wstar,A_ls_wstar,A_svm_ls,gram_condition_number,r_min,prop41_condition_empirical,solver_nit,solver_success,active_set_polished,active_set_polish_iterations,paired_seed
exact_mu_eigendirection_ablation,svm,3700036,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.997133199235458,0.9778368578408225,NA,NA,0.9999999999999998,2.220446049250313e-16,0.0,2.024684201074003e-18,0.0,0.17,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.997133199235458,0.9737252840199165,0.9778368578408225,202.19534493002624,-0.011004819174750413,False,27,True,True,1,3700036
exact_mu_eigendirection_ablation,svm,3700037,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.9971442432056377,0.974601350514892,NA,NA,1.0,0.0,0.0,2.9095703792567057e-18,0.0,0.14,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9971442432056377,0.9667547483103573,0.974601350514892,194.37111099777792,-0.015062598670615693,False,34,True,True,1,3700037
exact_mu_eigendirection_ablation,svm,3700038,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.9982815122160299,0.9798942912200116,NA,NA,0.9999999999999998,2.220446049250313e-16,0.0,2.0748749155536106e-18,1.3877787807814457e-17,0.17,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9982815122160299,0.9739689324252928,0.9798942912200116,198.33955705773656,-0.01375133845820747,False,28,True,True,1,3700038
exact_mu_eigendirection_ablation,svm,3700039,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.9956925722035549,0.9759485766825486,NA,NA,0.9999999999999999,1.1102230246251565e-16,0.0,1.6932868235501055e-18,-1.3877787807814457e-17,0.11,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9956925722035549,0.9648132527216094,0.9759485766825486,202.0533677518197,-0.013199083938904323,False,35,True,True,1,3700039
exact_mu_eigendirection_ablation,svm,3700040,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.9969347238587236,0.9757745013535115,NA,NA,0.9999999999999999,1.1102230246251565e-16,0.0,3.615330807180292e-18,1.3877787807814457e-17,0.1,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9969347238587236,0.9652124555445367,0.9757745013535115,202.88013511347376,-0.01566298995554151,False,24,True,True,1,3700040
exact_mu_eigendirection_ablation,svm,3700041,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.9974579127086788,0.9729404954924966,NA,NA,0.9999999999999998,2.220446049250313e-16,0.0,3.688859691599473e-18,0.0,0.13,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9974579127086788,0.9652471522844136,0.9729404954924966,206.59152996373064,-0.012143616318877531,False,29,True,True,1,3700041
exact_mu_eigendirection_ablation,svm,3700042,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.9977870256586269,0.9846564611030433,NA,NA,0.9999999999999998,2.220446049250313e-16,0.0,1.1398285725738985e-18,-1.3877787807814457e-17,0.14,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9977870256586269,0.9773077001559797,0.9846564611030433,202.75736574688327,-0.013169684663933577,False,27,True,True,1,3700042
exact_mu_eigendirection_ablation,svm,3700043,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.9978153395601131,0.9811643616805472,NA,NA,0.9999999999999998,2.220446049250313e-16,0.0,1.636926870340594e-18,0.0,0.12,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9978153395601131,0.9731979819295488,0.9811643616805472,204.5469997870801,-0.012953874541150994,False,27,True,True,1,3700043
exact_mu_eigendirection_ablation,svm,3700044,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.9980349504812347,0.9749543985526657,NA,NA,0.9999999999999998,2.220446049250313e-16,0.0,2.4954292283007312e-18,-1.3877787807814457e-17,0.16,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9980349504812347,0.9680339177237416,0.9749543985526657,202.7053150615168,-0.010817985901573443,False,27,True,True,1,3700044
exact_mu_eigendirection_ablation,svm,3700045,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.9979606539030481,0.9759462974701825,NA,NA,0.9999999999999998,2.220446049250313e-16,0.0,2.4611621486943327e-18,0.0,0.19,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9979606539030481,0.9683446983629991,0.9759462974701825,206.18519810407952,-0.010253798913451215,False,30,True,True,1,3700045
exact_mu_eigendirection_ablation,svm,3700046,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.9960649261791951,0.9721512476125722,NA,NA,0.9999999999999999,1.1102230246251565e-16,0.0,2.9588558198423747e-18,1.3877787807814457e-17,0.14,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9960649261791951,0.9691540613532394,0.9721512476125722,201.6082028823509,-0.017741155703989687,False,33,True,True,1,3700046
exact_mu_eigendirection_ablation,svm,3700047,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.997667346402803,0.9794778147556817,NA,NA,0.9999999999999999,1.1102230246251565e-16,0.0,3.248182109055736e-18,1.3877787807814457e-17,0.14,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.997667346402803,0.9717930330241524,0.9794778147556817,204.63084278701385,-0.009506466758524077,False,34,True,True,1,3700047
exact_mu_eigendirection_ablation,svm,3700048,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.9954236949975569,0.9809888927211634,NA,NA,0.9999999999999998,2.220446049250313e-16,0.0,1.9878093959412412e-18,1.3877787807814457e-17,0.15,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9954236949975569,0.9734447154977497,0.9809888927211634,205.95569079549855,-0.012339274888645634,False,20,True,True,1,3700048
exact_mu_eigendirection_ablation,svm,3700049,20000,100,0.005,polynomial,0.8,largest_eigenvector,6.293961408377439,6.293961408377439,6.293961408377439,31.801625961697173,1.0,1.5104264910950733,0.0235452012780011,6.293961408377439,38.61688021465653,NA,0.9955451516457118,0.9760080402454232,NA,NA,0.9999999999999998,2.220446049250313e-16,0.0,4.110177767828453e-18,0.0,0.15,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9955451516457118,0.9745003782905431,0.9760080402454232,196.21524263899718,-0.01087136915355854,False,28,True,True,1,3700049
exact_mu_eigendirection_ablation,svm,3700000,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8395036853747666,0.9999933941705812,NA,NA,0.9999999999999991,8.881784197001252e-16,0.0,4.0840613714834973e-19,0.0,0.99,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8395036853747666,0.8399863500194342,0.9999933941705812,198.14662623195804,-1.5151438993422134e-05,False,6,True,True,1,3700000
exact_mu_eigendirection_ablation,svm,3700001,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8527598434562029,0.999944447327433,NA,NA,0.9999999999999992,7.771561172376096e-16,0.0,6.637006241619734e-19,-1.3877787807814457e-17,0.99,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8527598434562029,0.8528174039258118,0.999944447327433,199.18476784913756,-4.5158162106896635e-05,False,8,True,True,1,3700001
exact_mu_eigendirection_ablation,svm,3700002,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.7737356404100069,0.9997983811594275,NA,NA,0.9999999999999993,6.661338147750939e-16,0.0,3.122086842136007e-19,-6.938893903907228e-18,0.96,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.7737356404100069,0.7732618481829986,0.9997983811594275,198.48294178544919,-8.704826364374713e-05,False,9,True,True,1,3700002
exact_mu_eigendirection_ablation,svm,3700003,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8649069389967637,0.9999970306883561,NA,NA,0.9999999999999993,6.661338147750939e-16,0.0,5.945215177081447e-19,0.0,0.98,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8649069389967637,0.8650353325772111,0.9999970306883561,195.04840459974264,-1.2109158055081757e-05,False,6,True,True,1,3700003
exact_mu_eigendirection_ablation,svm,3700004,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8819290541405589,0.9999454850750824,NA,NA,0.9999999999999993,6.661338147750939e-16,0.0,4.627264246117638e-19,-2.0816681711721685e-17,0.97,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8819290541405589,0.8820125503746118,0.9999454850750824,197.71096436509626,-3.9670129668426595e-05,False,7,True,True,1,3700004
exact_mu_eigendirection_ablation,svm,3700005,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.7982119591199865,0.9999833950618092,NA,NA,0.9999999999999994,5.551115123125783e-16,0.0,6.884021305940116e-19,1.3877787807814457e-17,0.98,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.7982119591199865,0.7983264426908118,0.9999833950618092,194.78669955880972,-2.832612677913261e-05,False,8,True,True,1,3700005
exact_mu_eigendirection_ablation,svm,3700006,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.794341669529462,0.9986998053289379,NA,NA,0.9999999999999991,8.881784197001252e-16,0.0,8.397375312987549e-19,-6.938893903907228e-18,0.94,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.794341669529462,0.7998703159685538,0.9986998053289379,195.66250873387045,-0.00018354764952061887,False,10,True,True,1,3700006
exact_mu_eigendirection_ablation,svm,3700007,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.7983637732906683,0.9999888290795852,NA,NA,0.9999999999999996,4.440892098500626e-16,0.0,2.67912115054537e-19,-1.3877787807814457e-17,0.96,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.7983637732906683,0.7985280842439154,0.9999888290795852,196.37932890814363,-2.0665321200860468e-05,False,6,True,True,1,3700007
exact_mu_eigendirection_ablation,svm,3700008,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8497658221065002,0.9999905257220739,NA,NA,0.9999999999999996,4.440892098500626e-16,0.0,4.419825185649104e-19,6.938893903907228e-18,0.98,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8497658221065002,0.8496688513704383,0.9999905257220739,197.5500730116065,-2.095475160875738e-05,False,6,True,True,1,3700008
exact_mu_eigendirection_ablation,svm,3700009,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8760456970223157,0.9998139085228973,NA,NA,0.9999999999999993,6.661338147750939e-16,0.0,3.660076938177034e-19,2.0816681711721685e-17,0.96,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8760456970223157,0.8762702822495763,0.9998139085228973,197.50983363514453,-7.262799805138537e-05,False,8,True,True,1,3700009
exact_mu_eigendirection_ablation,svm,3700010,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8604755781577444,0.999961516664177,NA,NA,0.9999999999999991,8.881784197001252e-16,0.0,3.549171889531343e-19,0.0,0.99,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8604755781577444,0.860027026304816,0.999961516664177,196.27093505485465,-3.5628829274302566e-05,False,8,True,True,1,3700010
exact_mu_eigendirection_ablation,svm,3700011,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8579305657815095,1.0000000000000002,NA,NA,0.9999999999999993,6.661338147750939e-16,6.022993339802669e-06,3.966492520054382e-19,-1.3877787807814457e-17,1.0,all_support_linear_kkt,NA,NA,0,NA,0.8579305657815095,0.8579305657815095,1.0000000000000002,196.84683949846544,3.0114966699013345e-06,True,0,True,False,0,3700011
exact_mu_eigendirection_ablation,svm,3700012,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8686554102591147,0.9999579039757409,NA,NA,0.9999999999999996,4.440892098500626e-16,0.0,3.975994963868235e-19,6.938893903907228e-18,0.95,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8686554102591147,0.8688886071104882,0.9999579039757409,197.93051994741407,-3.566605339918258e-05,False,7,True,True,1,3700012
exact_mu_eigendirection_ablation,svm,3700013,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8297563528764051,0.9999470723275224,NA,NA,0.9999999999999996,4.440892098500626e-16,0.0,4.827450593368896e-19,0.0,0.95,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8297563528764051,0.8308300579081793,0.9999470723275224,196.73025487341934,-3.699010738135914e-05,False,8,True,True,1,3700013
exact_mu_eigendirection_ablation,svm,3700014,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8709883185395498,0.9998411972077229,NA,NA,0.9999999999999996,4.440892098500626e-16,0.0,4.044638860827229e-19,6.938893903907228e-18,0.97,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8709883185395498,0.8731941379082325,0.9998411972077229,197.44667171042767,-4.65178950768524e-05,False,8,True,True,1,3700014
exact_mu_eigendirection_ablation,svm,3700015,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8279322086457339,0.9996977335535254,NA,NA,0.9999999999999996,4.440892098500626e-16,0.0,4.1311909712981404e-19,-6.938893903907228e-18,0.95,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8279322086457339,0.8301993251338061,0.9996977335535254,196.35847581927638,-9.552978575962723e-05,False,8,True,True,1,3700015
exact_mu_eigendirection_ablation,svm,3700016,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.7723451174586804,0.9971733408640653,NA,NA,0.9999999999999994,5.551115123125783e-16,0.0,6.826443116265526e-19,0.0,0.97,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.7723451174586804,0.7901050669839295,0.9971733408640653,196.88139822735158,-0.0003050323416187848,False,10,True,True,1,3700016
exact_mu_eigendirection_ablation,svm,3700017,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8581490462733838,0.999547005772472,NA,NA,0.9999999999999992,7.771561172376096e-16,0.0,4.745881281530333e-19,-1.3877787807814457e-17,0.98,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8581490462733838,0.8577400011633469,0.999547005772472,196.47599356223125,-0.00013829242921391003,False,9,True,True,1,3700017
exact_mu_eigendirection_ablation,svm,3700018,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8495238754996431,0.9997614937829172,NA,NA,0.9999999999999993,6.661338147750939e-16,0.0,4.1736799375015974e-19,0.0,0.97,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8495238754996431,0.8511829218280863,0.9997614937829172,198.62763095704804,-7.761743745405978e-05,False,9,True,True,1,3700018
exact_mu_eigendirection_ablation,svm,3700019,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8391700121921066,0.9999729756198058,NA,NA,0.9999999999999993,6.661338147750939e-16,0.0,3.529447842490792e-19,0.0,0.98,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8391700121921066,0.838448786601371,0.9999729756198058,196.97862896105028,-3.8275337684686225e-05,False,6,True,True,1,3700019
exact_mu_eigendirection_ablation,svm,3700020,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8187511807194172,0.999908759389892,NA,NA,0.9999999999999994,5.551115123125783e-16,0.0,6.207560896742916e-19,0.0,0.99,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8187511807194172,0.8190761042277509,0.999908759389892,199.6518848469071,-8.49256964831788e-05,False,10,True,True,1,3700020
exact_mu_eigendirection_ablation,svm,3700021,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8307461984705331,0.9994194037105553,NA,NA,0.9999999999999996,4.440892098500626e-16,0.0,8.007150506484987e-19,0.0,0.95,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8307461984705331,0.8328051703135075,0.9994194037105553,195.82109735226973,-0.00014074469539338802,False,7,True,True,1,3700021
exact_mu_eigendirection_ablation,svm,3700022,20000,100,0.005,polynomial,0.8,smallest_eigenvector,6.293961408377439,0.11981524425183447,330.6252927789528,31.801625961697173,1.0,1.5104264910950733,0.03180162596169717,330.6252927789528,1513.0264998847808,NA,0.8106635717573819,0.9999675714544422,NA,NA,0.9999999999999991,8.881784197001252e-16,0.0,7.204653155261319e-19,-6.938893903907228e-18,0.94,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.8106635717573819,0.8114050518896829,0.9999675714544422,196.51052561224753,-3.075587237041685e-05,False,8,True,True,1,3700022
